ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
247,"If only rating is given to product and no reviews is given, its showing as '0 reviews' [refer the screenshot]",desktop-dev,Closed,High,Major,Functional,Always,vikram1,rupakshukla,"If a product is having 1 rating and no reviews, its showing as '1 rating 0 reviews'","0 reviews shouldnt be shown","1. Go to ""https://dev.purplle.com/product/l-oreal-paris-hair-expertise-oil-replacement-cream-100-ml#reviews-div""; 2. See its shown as 1 rating 0 reviews","Windows PC",,0,"09/09/2016 13:42:25 ","14/09/2016 10:31:52 "
251,"Remove Birthday banner from Discover/ Browse section. ",desktop-dev,Resolved,High,Major,,Always,"Nikhil Teredesai","Jugal SA","Remove B'day banner from Discover and stories screen. That should be visible only on Shop.",,,,,1,"14/09/2016 10:02:30 ","13/10/2016 07:05:02 "
283,"Full page is not shown for http://sandbox.purplle.com/thread/best-face-masks[go to discover> recommended> best face masks]",desktop-dev,Closed,Low,Minor,Usability,Always,vikram1,sanketmore,"Full list page is not shown for below page
http://sandbox.purplle.com/thread/best-face-masks

",,"1. Go to discover > recommended > best face masks; 2. See full page is not shown for this list page","Windows PC",,1,"21/09/2016 14:09:28 ","19/05/2017 09:31:35 "
284,"Add to cart is not working on list page",desktop-dev,Closed,High,Major,Functional,Always,vikram1,sanketmore,"On new list page, add to cart button is not working",,"1. GO to list page; 2. Click on 'add to cart' of any product; 3. It changes to 'adding....' but doesnt proceed further","Windows PC",,1,"21/09/2016 14:10:55 ","23/09/2016 10:42:29 "
285,"Loader keeps running on list page on list page if searched something",desktop-dev,Closed,High,Major,Functional,Always,vikram1,sanketmore,"If user is searching something and while trying to see his search results he scrolls the page to bottom, the loader keeps running without showing any results","Results should be displayed immediately","1. Search by 'shampoo'; 2. Scroll the page to bottom","Windows PC",,0,"21/09/2016 14:14:14 ","23/09/2016 10:42:00 "
286,"Showing wrong data  on list page and wrong count on filters if applied multiple filters",desktop-dev,Closed,High,Major,Functional,Always,vikram1,sanketmore,"Please see the steps",,"1. Go to Brand > Lakme; 2. Click on blue shade; 3. Now go to price and click on checkbox of  501-1000; 4. Now go to discount and click on 10-20%; 5. See the results, results are having products which are below 500 too and the count on filters is also not matching","Windows PC",,1,"21/09/2016 14:20:02 ","23/09/2016 10:41:02 "
290,"Clicked on save button on beauty profile, going to home page, ",desktop-dev,Closed,High,Major,Functional,Always,vikram1,ashishlakra,"When user fills the information on beauty profile, page is refreshing and going to home page","Page should remain on beauty profile only so that user can fill rest of the details","1. GO to beauty profile; 2. Fill details and click on save","Windows PC",,1,"22/09/2016 11:39:38 ","23/09/2016 07:50:24 "
291,"Beuaty profile with percent completed is not seen in left bar when user is on beauty profile page",desktop-dev,Closed,Low,Minor,Visual,Always,vikram1,ashishlakra,"Please refer the screenshot","Beauty profile link should be present in left bar under account options when user is actually on beauty profile page",,"Windows PC",,1,"22/09/2016 12:24:25 ","23/09/2016 10:33:57 "
292,"Sequence of questions  is not proper on beauty profile page for male and female both",desktop-dev,Closed,High,Major,Functional,Always,vikram1,ashishlakra,"Sequence of questions  is not proper on beauty profile page for male and female both ","It should be as per the mocks","1. GO to beauty profile page; 2. Compare the sequence with mocks","Windows PC",,1,"22/09/2016 12:27:19 ","23/09/2016 10:33:04 "
293,"You would like to conquer should specify the type[hair/skin]",desktop-dev,Closed,Medium,Minor,Visual,Always,vikram1,ashishlakra,"There are two times when the question 'you would like  to conquer' appears on beauty profile page one for hairs and other for skin, so while showing this question, type is not being shown","Type should be shown","1. Go to beauty profile page; 2. Go to 'what would like to conquer' page; 3. Compare this sentence with mocks","Windows PC",,1,"22/09/2016 12:34:23 ","23/09/2016 07:50:04 "
294,"Edit button is not appearing on beauty profile for males",desktop-dev,Closed,Medium,Minor,Visual,Always,vikram1,ashishlakra,"Edit button is not appearing for every question on beauty profile","Edit button should appear for every question on beauty profile",,"Windows PC",,1,"22/09/2016 12:34:47 ","23/09/2016 10:32:42 "
295,"Deselected item seems selected and selected seems deselected for males on beauty profile i.e. images are not getting blurred",desktop-dev,Closed,High,Major,Functional,Always,vikram1,ashishlakra,"If user has filled the details on beauty profile, if he wants to change his selections, after deselecting some items, this item seems selected i.e. image is not getting blurred","Images should get blurred if deselected","1. Go to beauty profile > males >  hair type > select 2- 3 selections; 2. Click on save and continue; 3. Now try to edit the same and deselect the previous items and select other ones","Windows PC",,1,"22/09/2016 12:40:09 ","23/09/2016 10:32:19 "
296,"when user selects other options while first clicking on dont know then it is not getting deselect.",desktop-dev,Closed,Medium,Major,Functional,Always,archana,ashishlakra,,"when user selects dont know then clicks on other hair type, then other option should get selec and dont know should get deselect.","1. Open hair types tab for female ; 2. Click on option dont know; 3. click on other options.","Windows PC",,2,"22/09/2016 12:45:57 ","23/09/2016 07:56:39 "
297,"Broken img icon is getting viisble for Acne option under ""what would you like to conquer"" tab for female.",desktop-dev,Closed,Medium,Major,Functional,Always,archana,ashishlakra,"Broken imag icon is getting visible for acne tab.

issue screen shot : http://screencast.com/t/WDUCaDZwewNO",,"1. Select gender as female.; 2. Check "" what woulld you like to conquer"" tab.; 3. select acne tab.","Windows PC",,2,"22/09/2016 13:03:17 ","23/09/2016 07:54:25 "
298,"Progress bar should remain sticky as user scrolls down the beauty profile page",desktop-dev,Deferred,Low,Minor,Suggestion,Always,vikram1,ashishlakra,"The progress bar[% bar]  which appears on the top of the beauty profile page should remain sticky","The progress bar[% bar]  which appears on the top of the beauty profile page should remain sticky","1. Go to beauty profile page; 2. See the percentage bar is not sticky","Windows PC",,0,"22/09/2016 13:27:10 ","22/09/2016 17:45:20 "
299,"Save and continue/skipped clicked, page should scrolled down to next question",desktop-dev,Closed,Low,Minor,Suggestion,Always,vikram1,ashishlakra,"As user clicks on Save and continue/skipped  page is not scrolling down automatically on the next question [next question should get focused]"," [next question should get focused]","1. Go to beauty profile page; 2. Select any question and click on save and continue/skip","Windows PC",,1,"22/09/2016 13:30:04 ","23/09/2016 07:45:08 "
300,"On the last question it should be 'save and finish'",desktop-dev,Closed,Low,Minor,Suggestion,Always,vikram1,ashishlakra,"When user finishes all the question answers and comes at the last question, button 'save and continue' should change to 'save and finish' ","When user finishes all the question answers and comes at the last question, button 'save and continue' should change to 'save and finish' ","1. Go to beauty profile page; 2. Fill all the question answers and come to the last question","Windows PC",,1,"22/09/2016 13:32:38 ","23/09/2016 07:44:25 "
301,"Upon clicking on 'save and finish' button,  message should come saying 'thank you......'",desktop-dev,Closed,Low,Minor,Suggestion,Always,vikram1,ashishlakra,"Upon clicking on 'save and finish' button,  message should come saying 'thank you......'","Upon clicking on 'save and finish' button,  message should come saying 'thank you......'","1. GO to beauty profile; 2. Finish all the question answers and come to the last one","Windows PC",,1,"22/09/2016 13:34:45 ","23/09/2016 07:43:53 "
302,"Beuty profile tab is not getting display under my account after completing quiz.",desktop-dev,Closed,Medium,Major,Functional,Always,archana,ashishlakra,"issue screenshot: http://screencast.com/t/SvmSWkqB","Beuty profile tab should be visible under my account.","1. complete quiz and check my account option.","Windows PC",,2,"22/09/2016 13:53:13 ","23/09/2016 07:41:12 "
303,"Spelling of choose is wrong in beauty profile page",desktop-dev,Closed,High,Minor,Visual,Always,vikram1,ashishlakra,"Spelling of 'choose' is wrong","It should be 'choose'","1. Go to beauty profile apge; 2. See 'chose any one' or chose all that apply'","Windows PC",,1,"22/09/2016 13:53:37 ","23/09/2016 07:35:13 "
306,"When user doesnt select anything in beauty profile and clicks on 'save and continue', error is thrown but page gets scrolled ",desktop-dev,Resolved,High,Major,Functional,Always,vikram1,ashishlakra,"User clicks on 'save and continue' button without selecting anything in beauty profile page, error is  thrown but page gets scrolled down","Page shouldnt get scrolled down if user clicks on 'save and continue' button without selecting anythiing","1. Go to beauty profile page; 2. Click on 'save and continue' button without selecting anything; 3. See error is shown but page scrolls down","Windows PC",,0,"23/09/2016 11:06:30 ","30/09/2016 10:03:33 "
307,"After finishing final question and clicking on 'save and finish',on 'ok' popup, redirect to home page",desktop-dev,Resolved,High,Minor,Suggestion,Always,vikram1,ashishlakra,"Upon finishing quiz,  a popup comes, on clicking on 'ok' button, page is not redirecting to homepage","Upon finishing quiz,  a popup comes, on clicking on 'ok' button, page should redirect to homepage","1. Go to beauty profile page; 2. Finish the quiz; 3. See a popup comes up saying 'thank you'; 4. Upon clicking 'ok' button, page should go to homepage","Windows PC",,0,"23/09/2016 11:23:32 ","23/09/2016 13:17:12 "
308,"User putting non-applicable credentials, popup comes, user clicks on change card details, card number is not getting removed",desktop-dev,Reopen,Medium,Minor,Functional,Always,vikram1,,"When user puts a card number for which coupon code is not valid, error popup is shown, when user clicks on 'change card details', the card number field is not becoming empty","Previous card number should get removed","1. Go to checkout page and put a non-eligible card number; 2. See popup is shown; 3. Click on ""change card details'","Windows PC",,1,"26/09/2016 11:35:01 ","10/02/2017 07:38:47 "
309,"Coupon is not getting removed and next page is not shown if clicked on non-eligible  netbanking/wallet option",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,,"When user clicks on netbanking/wallet for which coupon code is not valid, an error popup is shown, user clicking on 'remove coupon and proceed', the amounts in the 'review order' section should get updated i.e. you are saving should get decreased and order amount should increase and next page should be shown --- happening in case of net-banking and wallet cases","You are saving should get decreased and order amount should increase and next page should be shown if user clicks on 'remove coupon and proceed' button","1. GO to checkout  page and put invalid card number; 2. Click on 'remove coupon and proceed","Windows PC",,1,"26/09/2016 11:48:38 ","10/02/2017 07:38:47 "
310,"Checked on ""purplle wallet"",amount is updating but next step is not appearing i.e.checkbox is not shown checkd,for bank coupo",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,,"If user is applying a bank coupon and on checkout page clicks on 'purplle wallet' checkbox, error popup is shown, on this popup user clicking on 'remove coupon and  proceed', order details are updating but 'purplle wallet' checkbox is not appearing checked","'purplle wallet' checkbox should be shown as  checked","1. Apply a bank specific coupon and go to checkout page; 2. Check the box of 'purple wallet'; 3. Click on 'remove coupon and proceed' button of popup",,,1,"26/09/2016 11:54:40 ","10/02/2017 07:38:47 "
311,"If clicked on 'remove coupon and proceed' of invalid card number scenario, focus is not coming to name field",desktop-dev,Reopen,Low,Minor,Functional,Always,vikram1,,"When user puts non-eligible card number for which coupon code is not valid, error popup is shown, user clicks on 'remove coupon and proceed', order details are updated but focus is not coming on 'card holders name' field","Focus should come on 'card holders name' field","1. Apply a bank specific coupon and go to checkout page; 2. Put invalid card number; 3. Click on 'remove coupon and proceed' on popup; 4. See focus is not coming on 'card holders name' field","Windows PC",,0,"26/09/2016 11:58:44 ","10/02/2017 07:38:47 "
312,"Coupon which is not eligible for netbanking, if user clicks on netbanking banks, no error popup is shown",desktop-dev,Closed,Critical,Major,Functional,Always,vikram1,,"If a coupon is not eligible for 'netbanking', if user clicks on netbanking banks, no error popup is shown","Error popup should be shown","1. Apply a 'card specific coupon' i.e. 'cardsonly'; 2. Click on netbanking banks; 3. See no error popup is shown","Windows PC",,1,"26/09/2016 12:01:33 ","10/02/2017 07:38:47 "
313,"If user is clicking on cod for second time, no error popup  is shown for bank specific coupons",desktop-dev,Closed,Critical,Critical,Functional,Always,vikram1,,"When user clicks on 'cod' payment for the order for which bank specific coupon is applied, error popup is shown, user clicks on 'choose another payment mode' or clicks on cross button and then clicks on 'cod' button, no error popup should be shown","Error popup should always be shown if user is clicking on 'cod' button for the orders for which bank specific coupon has been applied
","1. Apply a bank coupon; 2. Go to checkout page and click on cod; 3. See error popup is shown, click on 'choose another payment mode'; 4. Now again click on cod, see no error is shown and orders gets placed","Windows PC",,1,"26/09/2016 12:07:19 ","10/02/2017 07:38:47 "
323,"When user enters incorrect current and new password, error message text size is too small",desktop-dev,New,Medium,Trivial,Functional,Always,"Nirali Thakkar",sanketmore,"When user enters incorrect current and new password, error message text size is too small","It should be readable","1. open sandbox.purplle.com; 2. register with new user; 3. go to change password option; 4. enter incorrect current and new password","iPhone Apple iPhone 6s Plus iOS 9.3.2",,0,"27/09/2016 10:16:53 ","27/09/2016 10:16:54 "
324,"when user enters incorrect currrent password and incorrect but same new and confirm password, error message is coming as fail",desktop-dev,New,High,Major,Functional,Always,"Nirali Thakkar",sanketmore,"when user enters incorrect currrent password and incorrect but same new and confirm password, error message is coming as fail and the form disappears",,"1. gO TO CHANGE PASSWORD FORM; 2. Enter incorrect current password; 3. enter incorrect but same confirm and new password; 4. click on submit","Windows PC Lenovo Generic/All Windows 8",,0,"27/09/2016 10:22:14 ","27/09/2016 10:22:15 "
327,"when user has reset password from the 4th email , and clicks on 7th email, it is coming as password has been expired",desktop-dev,Closed,High,Major,Functional,Always,"Nirali Thakkar",sanketmore,"when user has reset password from the 4th email , and clicks on 7th email, it is coming as password has been expired",,"1. go to sandbox.purplle.com; 2. click on forgot password; 3. enter email and submit; 4. click till user recieves 7 email; 5. click on 4th link and reset pwd; 6. now click on 7th link","Windows PC Lenovo Generic/All Windows 8",,0,"27/09/2016 10:57:25 ","18/05/2017 06:10:59 "
328,"On failed payment page, user clicks  on try again button, user is able to place order ",desktop-dev,New,High,Major,Functional,Always,vikram1,,"User has applied a bank coupon and user puts less than 16 digits in card number and clicks on make payment, user's transaction fails, on this faillure screen 'try again' button appears, user is able to make order from here","User shouldnt be able to make payment from there","1. Apply a bank coupon; 2. Put less than 16 digits card number which is out of the scope of eligibility  and click on make payment; 3. Click on try again button of this failed screen","Windows PC",,0,"27/09/2016 14:51:26 ","10/02/2017 07:38:47 "
329,"Make payment button remains enabled even after throwing an error for a wallet which is not eligible for bank coupon",desktop-dev,Resolved,High,Major,Functional,Always,vikram1,,"A coupon is not eligible for wallet transactions and user tries to make payment through wallet, error is thrown upon clicking on any wallet, but make payment button still remains clickable","Make payment button should throw error","1. Apply a cardsonly coupon and go to checckout page; 2. Go to wallets; 3. Click on any wallet; 4. See error is thrown, now click on 'choose another...."" from popup; 5. And now click on make payment; 6. See user is navigated to next page","Windows PC",,0,"27/09/2016 14:57:25 ","10/02/2017 07:38:47 "
339,"Ruturn item button is not working",desktop-dev,Reopen,Medium,Major,Functional,Always,archana,kmehta,"Id : nikhil.t@purplle.com
Password: 123456
order id: 1345586

Note: not getting response from api","Ruturn item button should be funcational.","1. Open My orders page. ; 2. Click on Return item","Windows PC",,3,"30/09/2016 07:08:29 ","04/10/2016 07:10:48 "
340,"Return item button is not visible for 30 days. it is visible upto 15days.",desktop-dev,Closed,Medium,Major,Functional,Always,archana,kmehta,"Id : nikhil.t@purplle.com
Password: 123456
order id: 1345586
Received date: 15/09/16
Current date 30/09/16","Ruturn item buttton should be visible upto 30 days from received date","1. check order where received date is 15 days back.",,,1,"30/09/2016 07:26:35 ","01/10/2016 09:30:30 "
341,"If no orders present in particular year, a message should be shown",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"On orders filter, user clicking on a particular year in which user has not placed any order, upon clicking on this year, no message is being shown","A message should be shown saying something that no orders placed in this year [please confirm the message from smriti]","1. Go to order history page and go to filter and select 2012; 2. See no message is shown","Windows PC",,3,"30/09/2016 07:49:22 ","06/10/2016 14:25:55 "
342,"On left side, order history tab should remain selected when user is on order history pag",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,kmehta,"Whenever user is on order history page, order history tab in account options should remain selected on left side -- refer screenshot","Whenever user is on order history page, order history tab should remain selected on left sid","1. Go to order history page and see in account options","Windows PC",,3,"30/09/2016 07:53:57 ","03/10/2016 12:35:53 "
343,"2 loaders are seeing upon clicking on year   in filter on order history page",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"When user clicks on year in order history filter, 2 loaders are getting visible","Only one loader should remain visible","1. Go to order history page and go to filters; 2. Select 2012; 3. See 2 loaders are visiblee","Windows PC",,0,"30/09/2016 07:57:04 ","07/10/2016 10:26:20 "
344,"Paymet mode and ship to are getting shown on list page only after clicking on details arrow",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"When user lands on order history page, 'payment mode' and 'ship to' are not shown, when user expands an order and then collapses the order, it then starts showing 'payment mode' and 'ship to'","'payment mode' and 'ship to' should always be visible","1. Go to order history; 2. See 'payment mode' and 'ship to' are not getting visible; 3. Now expand any order","Windows PC",,2,"30/09/2016 08:13:43 ","06/10/2016 14:25:33 "
345,"Newly registered user goes to my orders page, some message should be shown as he is not having any orders",desktop-dev,New,High,Major,Functional,Always,vikram1,kmehta,"If a newly registered user goes to my orders page, nothing is currently shown on this page","A message should be shown to user that he has no orders to show","1. Register a new user; 2. Go to my orders page","Windows PC",,0,"30/09/2016 09:32:10 ","30/09/2016 09:32:10 "
346,"Loader on list page appears after scrolling down and then scrolling up the page",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"When there are number of orders of an user, firstly few orders are shown to user, when he scrolls down the page, next set of orders are not getting displayed.

User id: vikram.j@purplle.com 
Password: test123
Order id: N/A","When he scrolls down the page, next set of orders should be displayed.
","1. Go to orders list page; 2. Scroll down the page","Windows PC",,1,"30/09/2016 09:37:28 ","07/10/2016 10:23:50 "
347,"Once clicked on year radio button,order filter's drop down list should get disappeared",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"Once user selects an year in filter, the filter drop down remains as it is","Filter drop down should get disappeared","1. Go to orders page; 2. Go to filter and select any filter; 3. See filter remains as it is","Windows PC",,1,"30/09/2016 09:43:01 ","06/10/2016 14:25:06 "
348,"filter should get disappeared upon clicking anywhere on screen",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"If user clicks anywhere on screen, filter drop down is not getting disappeared

Verified on other sites as well about this feature.","If user clicks anywhere on screen, filter drop down should be disappeared","1. Go to orders page; 2. Click on filters; 3. Now click anywhere on screen","Windows PC",,1,"30/09/2016 09:46:26 ","07/10/2016 07:19:14 "
350,"Filters option and 'orders placed in last 6 months' shouldnt be shown for new order",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,kmehta,"Filters option and 'orders placed in last 6 months' are getting visible for newly registered user.

username: viksjiks01@purplle.com
password: test123","Filters option and 'orders placed in last 6 months' shouldn't be  visible for newly registered user.",,"Windows PC",,0,"30/09/2016 09:50:21 ","03/10/2016 08:06:46 "
351,"Text msg is visible as return not applicable. when 15 days limit over for the product.",desktop-dev,Closed,Medium,Minor,Usability,Always,archana,kmehta,"Id : nikhil.t@purplle.com
Password: 123456
order id: 1345934
","Text should be ""The 15 day return window for the product is over. Hence, return can not be initiated"".","1. Check return buttton whoes 15 days limit is over.","Windows PC",,1,"30/09/2016 10:32:13 ","04/10/2016 07:03:19 "
352,"Replace item/Process refund buttons are not getting enable when user selects reason for cancel as others and enter reason too",desktop-dev,Closed,Medium,Major,Functional,Always,archana,naved,"Replace item/Process refund buttons are not getting enable when user selects reason for cancel as others and enters reason too.

Id : nikhil.t@purplle.com
Password: 123456
order id: 1345934

issue link: http://screencast.com/t/WFzHfuzXF","Button Replace item/Process refund should get enabled and user should allowed to return. ","1. click on Return order tab; 2. select reason for cancel as ""Others""; 3. enter reason.",,,2,"30/09/2016 12:29:59 ","07/10/2016 10:26:39 "
353,"Cancel text should be centralize under notification message when user replace item",desktop-dev,Closed,Medium,Minor,Visual,Always,archana,naved,"issue screenshot :http://screencast.com/t/wbNVddSjoL.

Id : nikhil.t@purplle.com
Password: 123456
order id: 


","Cancel button should be centralize","1. Open return item tab; 2. Replece item ",,,2,"30/09/2016 12:41:05 ","04/10/2016 07:16:32 "
354,"""User id is mandatory "" text message is coming and user is unable to return item. ",desktop-dev,Closed,Medium,Major,Functional,Always,archana,kmehta,"screenhot link : http://screencast.com/t/F2I3HN2W
","user should able to cancel order","1. Open order details page.; 2. Click on return item; 3. click on replace item",,,1,"30/09/2016 13:01:26 ","03/10/2016 04:13:58 "
355,"If user has  no open/cancelled orders a message is shown, upon scrolling down loader comes and message disappears",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"If user has  no open/cancelled orders a message is shown, upon scrolling down loader comes and message disappears

userid: viksjiks01@purplle.com
test123","If user has  no open/cancelled orders a message is shown, upon scrolling down/up, message should remain as it is.","1. Login with above credentials; 2. Go to my orders and apply filter open/cancelled; 3. Scroll down till loader appears; 4. Again scroll up, see message disappears","Windows PC",,1,"30/09/2016 13:09:39 ","07/10/2016 07:18:44 "
356,"Showing text as 'order is your package was delivered' for delivered shipment",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"For delivered shipment,  sentence is shown as ''order is your package was delivered' ",,"1. See the  delivered shipment; 2. Refer screenshot","Windows PC",,1,"30/09/2016 13:11:37 ","07/10/2016 07:14:01 "
357,"Order status should be incomplete for returned orders",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,"Arvind Kurmi","For a returned order/shipment, order status is not appearing as 'incomplete'","For a returned order/shipment, order status should be 'incomplete'","1. Go to order history page; 2. Refer returned order; 3. See shipment status is returned but order status is also returned, it should be incomplete","Windows PC",,1,"30/09/2016 13:13:39 ","06/10/2016 10:03:52 "
358,"Order status should be shipped for intransit",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,"Arvind Kurmi","If a shipment/order is in transit, order status is also appearing as 'intransit'","Order status should be shipped for an intransit order","1. Go to order history page and refer an order which is in transit state; 2. See the order status is also showing as intransit; 3. It should be shipped","Windows PC",,1,"30/09/2016 13:15:16 ","06/10/2016 10:10:45 "
359,"Cancel order is not working on order details page",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"Even if user is selecting reason  for  cancellation, confirm cancellation button is not getting enabled","Confirm cancellation button should get enabled after selecting reason for cancellation","1. Go to my orders page; 2. Click on cancel order and select reason","Windows PC",,1,"01/10/2016 05:20:07 ","07/10/2016 07:11:27 "
360,"Comment spelling, c should be capital in cancel orders Others comment box",desktop-dev,Closed,High,Major,Visual,Always,vikram1,kmehta,"When user clicks on Cancel order button and selects 'Other' reason in reason for cancellation, C of comment word is not capital","C should be capital
",,"Windows PC",,1,"01/10/2016 07:22:27 ","06/10/2016 14:20:08 "
361,"L missing in cancelled order popuop",desktop-dev,Closed,High,Major,Visual,Always,vikram1,kmehta,"When user cancels an order, a popup comes on which l is missing in mail word, refer the screenshot","Please refer the screenshot",,"Windows PC",,1,"01/10/2016 07:55:58 ","07/10/2016 07:11:10 "
362,"Wrong message is being shown for nonverified order",desktop-dev,Reopen,High,Major,Functional,Always,vikram1,kmehta,"When a nonverified customer places an order, different window is shown for this order in my orders page saying 'your order is in pending state,...........', so instead of this window, different window of 'payment delay....' is being shown","Window of 'your order is still in pending state' should be shown for nonverified customer","1. Place order as a nonverified customer ; 2. Go to my orders page and check this order","Windows PC",,1,"01/10/2016 07:59:26 ","07/10/2016 07:10:50 "
363,"Order details is not expanding on one click if filter is applied",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"If user has applied a 'open orders' or 'cancelled orders' filter, order details are not opening  on one click of arrow,","order details should open  on one click of arrow,","1. Go to my orders page; 2. Apply filter 'open order'; 3. Click on arrow to expand order","Windows PC",,2,"01/10/2016 11:26:52 ","07/10/2016 07:37:09 "
364,"Track your shipment link going to my orders page",desktop-dev,"Not a Bug",High,Major,Functional,Always,vikram1,"Arvind Kurmi","Track your shipment link going to my orders page","Track your shipment link should go to respective page
",,"Windows PC",,2,"01/10/2016 11:48:30 ","07/10/2016 07:32:20 "
365,"Even if there are number of shipments, for every shipment its shown as 'shipment 1'",desktop-dev,Closed,High,Major,Functional,Always,vikram1,kmehta,"Even if there are number of shipments, for every shipment its shown as 'shipment 1'

Login : vikram.j@purplle.com
passwr: test123

Refer 201609081326107 order id","Shipment 1, shipment 2,  shipment 3 should be shown if there are multiple shipments","1. Login with above credentials; 2. Go to above said order detaisl","Windows PC",,1,"01/10/2016 12:12:48 ","06/10/2016 14:16:55 "
366,"Alignment should be proper for text shipment under return order tab.",desktop-dev,Closed,Medium,Minor,Text,Always,archana,naved,"Issue link: http://screencast.com/t/1ONxEXFatPc

","Shipment text should be right alignment","1. Return any order and check order listing tab. ","Windows PC",,2,"01/10/2016 12:25:28 ","04/10/2016 06:52:28 "
370,"Same day filteer is not working for drop shipment panel",desktop-dev,New,High,Major,Functional,Always,vikram1,"Arvind Kurmi","If user is applying a same day filter, i.e. start day 13/03/16 and end day also 13/03/16 and if there are orders available on this day, order are not getting displayed","Same day filters should work","1. Go to panel and check the box of ""Get shipments according to Date Range""; 2. Put same date in start and end date such that there should be orders present on that day","Windows PC",,0,"03/10/2016 11:07:13 ","06/10/2016 10:29:44 "
371,"No option to clear filter if a filter is applied but user wants to revert back to default",desktop-dev,New,Medium,Minor,Functional,Always,vikram1,"Arvind Kurmi","If user has applied a filter but filter doesnt return any value, and now user wants to clear the filter so that the default view of the window would be seen, so there is no option for the user to do so","User should be revert back to default filter by clearing the filter ","1. Go to panel and apply a filter; 2. Now See there is no facility for the user to revert to the default view","Windows PC",,0,"03/10/2016 11:10:12 ","03/10/2016 11:10:12 "
372,"Date filter applied at one tab is replicating in another one for drop shipment panel",desktop-dev,New,High,Major,Functional,Always,vikram1,"Arvind Kurmi","If user is applying a date filter in one tab, same date filter is appearing in another tabs","Same date filter shouldnt appear in other tabs","1. Go to panel and apply a date filter in first tab; 2. Now go to second tab; 3. See same date filter  is seen here","Windows PC",,0,"03/10/2016 11:12:42 ","03/10/2016 11:12:42 "
373,"If same date selected for second time, date is not getting selected for drop shipment panel",desktop-dev,New,Medium,Major,Functional,Always,vikram1,"Arvind Kurmi","If user is selecting same date for second time, that date is not getting selected ","Date should get selected for anny number of time","1. Go to drop shipment panel > date filter; 2. Click on date and select a date; 3. Again click on date and select same date","Windows PC",,0,"03/10/2016 11:15:32 ","06/10/2016 09:39:07 "
374,"Expand button not working on one click in drop shipment panel",desktop-dev,New,Medium,Minor,Functional,Always,vikram1,"Arvind Kurmi","Expand button not working on one click in drop shipment panel","Expand button should on one click in drop shipment panel","1. Expand button should on one click in drop shipment panel","Windows PC",,0,"03/10/2016 11:23:01 ","06/10/2016 09:36:42 "
375,"Error message should be appealing",desktop-dev,Feedback,Medium,Major,Functional,Always,vikram1,"Arvind Kurmi","If user has applied a filter but doesnt return any data on drop shipment panel
, so an error message is shown, this error message is not clearly visible","Error message should be appealing","1. Apply a filter such that on data should return; 2. See the error","Windows PC",,2,"03/10/2016 11:36:11 ","13/10/2016 08:09:28 "
377,"Item is getting return even user is not uploading image for the resons image is mandtory",desktop-dev,Closed,,Major,,Always,archana,kmehta,"Link: http://screencast.com/t/2eZR2s0szjo

Replace item button is disable till user upload image.
But button is functional.","Button should not be functional till user uploads image.","1. Open order for delivered status.; 2. Select one order with selecting reason for which image is mandatory.; 3. now click on replace item.",,,1,"05/10/2016 06:20:50 ","07/10/2016 05:40:38 "
382,"Accordions should be open by default from the first five for the open orders",desktop-dev,Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"Accordions should be open by default from the first five for the open orders

Note: Currently all are remaining as closed",,"1. go to my orders from website","Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,1,"06/10/2016 05:03:07 ","07/10/2016 05:39:29 "
383,"If none if the accordion has open orders from first 5 then default first 2 should remain open",desktop-dev,Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"If none if the accordion has open orders from first 5 then default first 2 should remain open

Note: Currrently this is not happening",,"1. go to my orders from website","Windows PC Lenovo Generic/All Windows 8",,0,"06/10/2016 05:06:30 ","17/10/2016 12:33:05 "
384,"status is visible twice. ",desktop-dev,Closed,Medium,Major,Visual,Always,archana,kmehta,"issue screenshot: http://screencast.com/t/Agww0Kjgmn06","Your redispatch has been cancelled"" text should be visible once .
It should be display below product.

Note : common for all status.",,"Android Phone",,1,"07/10/2016 12:05:27 ","07/10/2016 13:28:46 "
